Subject,Level,Strand,Sub-strand,Description,Code
Mathematics,Year 7,Number and algebra,Understanding number,"<p>Explore and interpret multiplication and division of positive decimals, visually and numerically</p>
",WA7MNAUN6
Mathematics,Year 7,Number and algebra,Understanding number,"<p>Use place value understanding to explore rounding decimals to a specified number of decimal places</p>
",WA7MNAUN7
Mathematics,Year 7,Number and algebra,Understanding number,"<p>Extend the use of associative, commutative and distributive laws, additive and multiplicative partitioning, inverse operations, order of operations, equality and inequality to validate a range of mental and written strategies involving the four operations on whole numbers, positive fractions and decimals, and addition and subtraction of integers </p>
",WA7MNAUN8
Mathematics,Year 7,Number and algebra,Understanding number,"<p>Explore and explain the use of ratios and fractions to compare numbers and quantities. Make connections between equivalent fractions and between equivalent ratios</p>
",WA7MNAUN9
Mathematics,Year 7,Number and algebra,Calculating with number,"<p>Convert between fractions, decimals and percentages using flexible and efficient strategies</p>
",WA7MNAC1
Mathematics,Year 7,Number and algebra,Calculating with number,"<p>Determine percentages of quantities and express one quantity as a percentage of another using flexible and efficient strategies</p>
",WA7MNAC2
Mathematics,Year 7,Number and algebra,Calculating with number,"<p>Add and subtract integers using flexible and efficient strategies</p>
",WA7MNAC3
Mathematics,Year 7,Number and algebra,Calculating with number,"<p>Add and subtract positive fractions with related and unrelated denominators using flexible and efficient strategies</p>
",WA7MNAC4
Mathematics,Year 7,Number and algebra,Calculating with number,"<p>Multiply and divide positive fractions using flexible and efficient strategies</p>
",WA7MNAC5
Mathematics,Year 7,Number and algebra,Calculating with number,"<p>Multiply and divide positive decimals using flexible and efficient strategies</p>
",WA7MNAC6
Mathematics,Year 7,Number and algebra,Calculating with number,"<p>Use appropriate rounding, estimation strategies and context to check reasonableness of solutions</p>
",WA7MNAC7
Mathematics,Year 7,Number and algebra,Algebraic techniques,"<p>Represent in expanded form, evaluate, and compare numbers expressed in index notation, including powers of 10</p>
",WA7MNAA1
Mathematics,Year 7,Number and algebra,Algebraic techniques,"<p>Extend knowledge of factors to represent natural numbers as products of prime factors using index notation as appropriate</p>
",WA7MNAA2
Mathematics,Year 7,Number and algebra,Algebraic techniques,"<p>Explore and explain connections between square numbers and square roots, cube numbers and cube roots, as products of repeated factors</p>
",WA7MNAA3
Mathematics,Year 7,Number and algebra,Algebraic techniques,"<p>Use real-world contexts or concrete materials to introduce the concept of a variable to represent a number using a letter. Create simple algebraic expressions and evaluate by substituting a given value for the variable/s</p>
",WA7MNAA4
Mathematics,Year 7,Number and algebra,Algebraic techniques,"<p>Extend and apply the associative and commutative laws and properties of numbers to include variables</p>
",WA7MNAA5
Mathematics,Year 7,Number and algebra,Linear and non-linear equations and inequalities,"<p>Solve simple linear equations involving up to two operations and verify the solution by substitution</p>
",WA7MNALE1
Mathematics,Year 7,Number and algebra,Linear and non-linear patterns and relationships,"<p>Explore, describe and represent concrete and real-world, linear and non-linear growing patterns using a table of values and a graph. Determine unknown values in the pattern</p>
",WA7MNALP1
Mathematics,Year 7,Number and algebra,Financial mathematics,"<p>Identify the features of transactional statements and verify transactions. Explain reasons for checking and keeping financial records</p>
",WA7MNAF1
Mathematics,Year 7,Number and algebra,Modelling with number and algebra,"In real-world situations involving whole numbers, positive fractions, decimals and percentages, addition and subtraction of integers, numbers in index form, linear equations with up to two operations, simple number patterns and/or transactional money statements

<ol type=""I"">
<li>analyse the situation, decide if an exact or approximate solution is required and determine assumptions and constraints</li>
<li>represent the situation mathematically in order to reach a solution</li>
<li>interpret and communicate findings in terms of the context and any assumptions or constraints</li>
</ol>",WA7MNAM1
Mathematics,Year 7,Measurement and geometry,Two-dimensional space and structures,"<p>Establish and apply relationships between lengths of sides, perimeter and area for squares, rectangles and triangles. Generalise and apply formulas, using appropriate units</p>
",WA7MMGTW1
Mathematics,Year 7,Measurement and geometry,Two-dimensional space and structures,"<p>Explore and explain efficient strategies to determine the perimeter and area of irregular or composite shapes composed of squares and rectangles</p>
",WA7MMGTW2
Mathematics,Year 7,Measurement and geometry,Two-dimensional space and structures,"<p>Explore and establish connections and conversions between units of area</p>
",WA7MMGTW3
Mathematics,Year 7,Measurement and geometry,Two-dimensional space and structures,"<p>Explore, identify, define, name, label and apply the language, notation and conventions of geometry for points, lines, angles and polygons</p>
",WA7MMGTW4
Mathematics,Year 7,Measurement and geometry,Two-dimensional space and structures,"<p>Investigate, identify and describe corresponding, alternate and co-interior angles formed when two parallel lines are crossed by a transversal. Use relationships to determine unknown angles and explain reasoning</p>
",WA7MMGTW5
Mathematics,Year 7,Measurement and geometry,Two-dimensional space and structures,"<p>Demonstrate that the interior angle sum of a triangle is 180°</p>
",WA7MMGTW6
Mathematics,Year 7,Measurement and geometry,Two-dimensional space and structures,"<p>Explore to classify and name triangles according to their side and angle properties. Use the properties to determine unknown angles in triangles and explain reasoning</p>
",WA7MMGTW7
Mathematics,Year 7,Measurement and geometry,Two-dimensional space and structures,"<p>Plot coordinates on the Cartesian plane and explore, visualise, predict and determine image coordinates after translation or reflection across the axes, or rotation about the origin</p>
",WA7MMGTW8
Mathematics,Year 7,Measurement and geometry,Three-dimensional space and structures,"<p>Move flexibly between building and drawing rectangular and composite rectangular prisms from different views</p>
",WA7MMGTH1
Mathematics,Year 7,Measurement and geometry,Three-dimensional space and structures,"<p>Establish and apply relationships between the number of identical layers of cubic units, the number of cubic units in each identical layer and volume for rectangular prisms and composite rectangular prisms. Generalise and apply the formula, using appropriate units</p>
",WA7MMGTH2
Mathematics,Year 7,Measurement and geometry,Non-spatial measurement,"<p>Explore and interpret representations of time zones within Australia using 12- and 24-hour time and determine the local time at different locations considering different times of the year</p>
",WA7MMGN1
Mathematics,Year 7,Measurement and geometry,Modelling with measurement and geometry,"In real-world situations involving perimeter and area of squares, rectangles, triangles and rectangular composite shapes, parallel lines, properties of triangles, transformations of points, views of rectangular prisms and rectangular composite objects, volume and/or Australian time zones

<ol type=""I"">
<li>analyse the situation, decide if an exact or approximate solution is required and determine assumptions and constraints</li>
<li>represent the situation mathematically in order to reach a solution</li>
<li>interpret and communicate findings in terms of the context and any assumptions or constraints</li>
</ol>",WA7MMGM1
Mathematics,Year 7,Probability and statistics,Probability and statistics,"<p>Construct sample spaces for single-stage chance experiments, assign probabilities to the outcomes and predict frequencies for different numbers of trials</p>
",WA7MPSP1
Mathematics,Year 7,Probability and statistics,Probability and statistics,"<p>Conduct repeated single-stage chance experiments and simulations to produce datasets, including through the use of digital tools, for an increasingly large number of trials. Discuss and describe variation and estimated probabilities for outcomes, and compare to predictions and theoretical probability, where appropriate</p>
",WA7MPSP2
Mathematics,Year 7,Probability and statistics,Probability and statistics,"<p>Explore and determine the mean, mode, median and range for sets of data and justify, using the context, which measure best reflects the dataset</p>
",WA7MPSP3
Mathematics,Year 7,Probability and statistics,Probability and statistics,"<p>Represent primary categorical and numerical data in a Venn diagram, calculate related relative frequencies and interpret results</p>
",WA7MPSP4
Mathematics,Year 7,Probability and statistics,Probability and statistics,"<p>Represent collected data in a stem-and-leaf plot, describe the shape and spread including outliers, and compare to dot plots or column graphs. Use the data to estimate probabilities of specific outcomes</p>
",WA7MPSP5
Mathematics,Year 7,Probability and statistics,Probability and statistics,"<p>Critically analyse statistical statements made in the media and other real-life situations, that relate to the averages of mean, mode and median. Investigate the impact of chance variation on the dataset from which the averages were determined</p>
",WA7MPSP6
Mathematics,Year 7,Probability and statistics,Modelling with probability and statistics,"In real-world situations involving assigning a probability to single-stage chance experiments or simulations, statistical measures, stem-and-leaf plots, dot plots, column graphs and/or Venn diagrams

<ol type=""I"">
<li>analyse the situation, pose questions as required and determine assumptions and constraints</li>
<li>determine appropriate production of a valid and reliable dataset, statistical measures, data representations and analyses, including examination of distributions, to effectively investigate the situation</li>
<li>interpret, draw inferences and communicate findings in terms of the context, assumptions, constraints, chance variation and knowledge or insights gained</li>
</ol>",WA7MPSM1
Mathematics,Year 8,Number and algebra,Understanding number,"<p>Investigate, define, identify and use correct notation for rational and irrational numbers, including terminating, recurring and 
rounded decimals</p>
",WA8MNAUN1
Mathematics,Year 8,Number and algebra,Understanding number,"<p>Draw and label, or use a given number line, to locate, order and compare with equality and inequality symbols, rational and irrational numbers, including numbers written in index form and percentages</p>
",WA8MNAUN2
Mathematics,Year 8,Number and algebra,Understanding number,"<p>Explore to extend multiplicative thinking with positive integers to include multiplication and division of negative integers </p>
",WA8MNAUN3
Mathematics,Year 8,Number and algebra,Understanding number,"<p>Extend the use of associative, commutative and distributive laws, additive and multiplicative partitioning, inverse operations, order of operations, equality and inequality to validate a range of mental and written strategies involving the four operations on any rational number</p>
",WA8MNAUN4
Mathematics,Year 8,Number and algebra,Understanding number,"<p>Explore and apply proportional reasoning to determine unknown numbers in equivalent ratios and fractions </p>
",WA8MNAUN5
Mathematics,Year 8,Number and algebra,Understanding number,"<p>Identify, interpret, compare and use familiar rates, including those represented as graphs that show a quantity varying over time </p>
",WA8MNAUN6
Mathematics,Year 8,Number and algebra,Calculating with number,"<p>Calculate percentage increases and decreases, using knowledge of fractions and decimals to improve efficiency </p>
",WA8MNAC1
Mathematics,Year 8,Number and algebra,Calculating with number,"<p>Multiply and divide integers using flexible and efficient strategies </p>
",WA8MNAC2
Mathematics,Year 8,Number and algebra,Calculating with number,"<p>Use flexible and efficient strategies for calculations involving the four operations with rational numbers, including those written in index form, using rounding, estimation or the context to check reasonableness of results</p>
",WA8MNAC3
Mathematics,Year 8,Number and algebra,Algebraic techniques,"<p>Develop and apply the index laws for numbers in index form with positive-integer and zero indices</p>
",WA8MNAA1
Mathematics,Year 8,Number and algebra,Algebraic techniques,"<p>Extend and apply knowledge of additive and multiplicative partitioning, order of operations and the associative and commutative laws of numbers, to create or simplify algebraic expressions involving the four operations</p>
",WA8MNAA2
Mathematics,Year 8,Number and algebra,Algebraic techniques,"<p>Extend and apply knowledge of the distributive law with numbers to algebraically expand and factorise expressions with a common numerical factor</p>
",WA8MNAA3
Mathematics,Year 8,Number and algebra,Linear and non-linear equations and inequalities,"<p>Solve linear equations involving up to three operations, including those with negative coefficients or requiring collection of like terms, and verify the solution by substitution</p>
",WA8MNALE1
Mathematics,Year 8,Number and algebra,Linear and non-linear equations and inequalities,"<p>Determine and explain why there are two solutions to a quadratic equation of the form <math><msup><mi>x</mi><mn>2</mn></msup><mo>=</mo><mi>k</mi></math> if <math><mi>k</mi><mo>&gt;</mo><mn>0</mn></math></p>
","WA8MNALE2	"
Mathematics,Year 8,Number and algebra,Linear and non-linear patterns and relationships,"<p>Use a table of values to move flexibly between the equation of a line represented by <math><mi>y</mi><mo>=</mo><mi>m</mi><mi>x</mi><mo>+</mo><mi>c</mi></math> and its graph and make connections between the algebraic and graphical solution of the equation. Explore and explain similarities and differences between multiple lines on the same axes </p>
",WA8MNALP1
Mathematics,Year 8,Number and algebra,Financial mathematics,"<p>Identify the advantages and disadvantages of various forms of payment for goods and services, and determine penalties, such as interest charged and fees, inherent in these payments</p>
",WA8MNAF1
Mathematics,Year 8,Number and algebra,Modelling with number and algebra,"In real-world situations involving rational and irrational numbers, ratios, rates, percentage increases and decreases, numbers in index form, the distributive law, factorisation, linear equations with up to three operations, linear or simple quadratic relationships and/or penalties involved in different forms of goods and services payment

<ol type=""I"">
<li>analyse the situation, decide if an exact or approximate solution is required and determine assumptions and constraints</li>
<li>represent the situation mathematically in order to reach a solution</li>
<li>interpret and communicate findings in terms of the context and any assumptions or constraints</li>
</ol>",WA8MNAM1
Mathematics,Year 8,Measurement and geometry,Two-dimensional space and structures,"<p>Establish and apply relationships between lengths of sides, perpendicular lengths, lengths of diagonals, perimeter and area for parallelograms, trapeziums, rhombuses and kites. Generalise and apply formulas, using appropriate units</p>
",WA8MMGTW1
Mathematics,Year 8,Measurement and geometry,Two-dimensional space and structures,"<p>Identify, describe and explore the relationship between the radius, diameter and circumference of a circle and use this to establish and apply formulas to determine perimeter and area, using appropriate units</p>
",WA8MMGTW2
Mathematics,Year 8,Measurement and geometry,Two-dimensional space and structures,"<p>Investigate in order to establish, define and use Pythagoras’ theorem to determine the length of an unknown side in a right-angled triangle</p>
",WA8MMGTW3
Mathematics,Year 8,Measurement and geometry,Two-dimensional space and structures,"<p>Explore, identify, classify and establish properties of quadrilaterals, including the interior angle sum. Use this to determine unknown sides and angles in quadrilaterals and explain reasoning</p>
",WA8MMGTW4
Mathematics,Year 8,Measurement and geometry,Two-dimensional space and structures,"<p>Recognise and identify equal corresponding sides and equal corresponding angles of congruent figures. Explore, visualise, predict and determine the translation, reflection, rotation, or combination of these transformations, to match one congruent figure to another</p>
",WA8MMGTW5
Mathematics,Year 8,Measurement and geometry,Three-dimensional space and structures,"<p>Explore in order to visualise and draw cross-sections of different solids and use this to identify prisms</p>
",WA8MMGTH1
Mathematics,Year 8,Measurement and geometry,Three-dimensional space and structures,"<p>Establish and apply relationships between the area of a uniform cross-section, the length perpendicular to that uniform cross-section and the volume of right prisms. Generalise, apply formulas and use this to connect to capacity if required, using appropriate units</p>
",WA8MMGTH2
Mathematics,Year 8,Measurement and geometry,Three-dimensional space and structures,"<p>Explore and establish connections and conversions between units of volume and between units of volume and capacity</p>
",WA8MMGTH3
Mathematics,Year 8,Measurement and geometry,Non-spatial measurement,"<p>Explore and interpret representations of national and international time zones using 12- and 24-hour time, and determine the duration of events across multiple time zones</p>
",WA8MMGN1
Mathematics,Year 8,Measurement and geometry,Modelling with measurement and geometry,"In real-world situations involving perimeter and area of quadrilaterals and circles, properties of quadrilaterals, transformations of figures, Pythagoras’ theorem, congruency, cross-sections, volume or capacity of prisms and/or international time zones

<ol type=""I"">
<li>analyse the situation, decide if an exact or approximate solution is required and determine assumptions and constraints</li>
<li>represent the situation mathematically in order to reach a solution</li>
<li>interpret and communicate findings in terms of the context and any assumptions or constraints</li>
</ol>",WA8MMGM1
Mathematics,Year 8,Probability and statistics,Probability and statistics,"<p>Construct sample spaces, such as lists, simple tree diagrams, tables or arrays, to show all possible outcomes for two events. Assign probabilities to outcomes and events including those involving ‘and’, ‘not’, ‘at least’, exclusive ‘or’ and inclusive ‘or’ </p>
",WA8MPSP1
Mathematics,Year 8,Probability and statistics,Probability and statistics,"<p>Recognise that complementary events have a combined probability of one and use this relationship to calculate probabilities</p>
",WA8MPSP2
Mathematics,Year 8,Probability and statistics,Probability and statistics,"<p>Conduct repeated chance experiments and simulations for two events to produce datasets, including through the use of digital tools, for a large number of trials. Discuss, explain and compare variation and estimated probabilities for simple and compound events</p>
",WA8MPSP3
Mathematics,Year 8,Probability and statistics,Probability and statistics,"<p>Analyse data represented in stem-and-leaf plots, column graphs and frequency tables to determine the mean, mode/s, median and range. Describe the effect of any outliers on the statistical measures</p>
",WA8MPSP4
Mathematics,Year 8,Probability and statistics,Probability and statistics,"<p>Use secondary data represented in two-way tables and Venn diagrams to describe events, including those that are mutually exclusive. Estimate related probabilities and make predictions as appropriate </p>
",WA8MPSP5
Mathematics,Year 8,Probability and statistics,Probability and statistics,"<p>Investigate and explain techniques for data collection, including census, survey, experiment and observation, and explain the practicalities and implications of obtaining data through these techniques</p>
",WA8MPSP6
Mathematics,Year 8,Probability and statistics,Probability and statistics,"<p>Explore, analyse and compare variation between results from same size random samples drawn from the same population. Identify and explain how chance variation impacts on data validity, reliability and conclusions drawn</p>
",WA8MPSP7
Mathematics,Year 8,Probability and statistics,Probability and statistics,"<p>Critically analyse visual representations and tables in the media and other real-life situations to identify misleading or inaccurate features and interpretations. Recognise the impact of the validity and reliability of the data used</p>
",WA8MPSP8
Mathematics,Year 8,Probability and statistics,Modelling with probability and statistics,"In real-world situations involving two-stage chance experiments or simulations, complementary events, data collection methods, same-sized random sampling and/or analysis of graphs, tables and data

<ol type=""I"">
<li>analyse the situation, pose questions as required and determine assumptions and constraints</li>
<li>determine appropriate production of a valid and reliable dataset, statistical measures, data representations and analyses, including examination of distributions, to effectively investigate the situation</li>
<li>interpret, draw inferences and communicate findings in terms of the context, assumptions, constraints, chance variation and knowledge or insights gained</li>
</ol>",WA8MPSM1
Mathematics,Year 9,Number and algebra,Understanding number,"<p>Investigate very large and very small numbers and move flexibly between their exact and approximated scientific notation</p>
",WA9MNAUN1
Mathematics,Year 9,Number and algebra,Understanding number,"<p>Investigate, define, compare and order real numbers, with equality and inequality symbols, including those expressed in scientific notation</p>
",WA9MNAUN2
Mathematics,Year 9,Number and algebra,Understanding number,"<p><strong>Year 9 optional</strong> <br>
Explore to develop a sequence of steps to flexibly move between recurring decimals and fractions</p>
",WA9MNAOpt1
Mathematics,Year 9,Number and algebra,Calculating with number,"<p>Use flexible and efficient strategies for calculations involving the four operations with real numbers and express solutions in exact form or as an approximation</p>
",WA9MNAC1
Mathematics,Year 9,Number and algebra,Algebraic techniques,"<p>Extend and apply index laws with positive-integer indices and the zero index to variable bases, and simplify where appropriate</p>
",WA9MNAA1
Mathematics,Year 9,Number and algebra,Algebraic techniques,"<p>Extend and apply index laws with numerical expressions of base-10 to include negative-integer indices. Develop the relationship between these negative indices and equivalent fractions and decimals</p>
",WA9MNAA2
Mathematics,Year 9,Number and algebra,Algebraic techniques,"<p>Explore and apply the distributive law to expand and factorise algebraic expressions with a common algebraic factor, including collecting like terms where appropriate</p>
",WA9MNAA3
Mathematics,Year 9,Number and algebra,Algebraic techniques,"<p>Explore and apply the distributive law to expand binomial products, collecting like terms where appropriate</p>
",WA9MNAA4
Mathematics,Year 9,Number and algebra,Algebraic techniques,"<p><strong>Year 9 optional</strong><br>Explore efficient strategies to simplify expressions that involve addition, subtraction, multiplication or division of algebraic fractions with an algebraic term in the numerator and a whole number denominator</p>
",WA9MNAOpt2
Mathematics,Year 9,Number and algebra,Linear and non-linear equations and inequalities,"<p>Solve linear equations involving brackets and/or a variable on each side of the equation, and verify the solution by substitution</p>
",WA9MNALE1
Mathematics,Year 9,Number and algebra,Linear and non-linear equations and inequalities,"<p>Determine and explain why there are up to two solutions to a quadratic equation of the form <math><mrow><msup><mrow><mi>a</mi><mi>x</mi></mrow><mn>2</mn></msup><mo>=</mo><mi>k</mi></mrow></math> and verify the possible solution/s by substitution</p>
",WA9MNALE2
Mathematics,Year 9,Number and algebra,Linear and non-linear equations and inequalities,"<p><strong>Year 9 optional</strong><br>
Solve linear equations that involve simple algebraic fractions with numerical denominators and verify the solution by substitution</p>
",WA9MNAOpt3
Mathematics,Year 9,Number and algebra,Linear and non-linear equations and inequalities,"<p><strong>Year 9 optional</strong><br>
Solve quadratic equations in factorised form using the null factor theorem and verify the solution/s 
by substitution</p>
",WA9MNAOpt4
Mathematics,Year 9,Number and algebra,Linear and non-linear patterns and relationships,"<p>Use the Cartesian plane to explore finding the distance, gradient and midpoint between two points</p>
",WA9MNALP1
Mathematics,Year 9,Number and algebra,Linear and non-linear patterns and relationships,"<p>Move flexibly between the equation of a line, represented by <math><mi>y</mi><mo>=</mo><mi>m</mi><mi>x</mi><mo>+</mo><mi>c</mi></math>, and its graph using the gradient and <math><mi>y</mi></math>-intercept. Graph the equation of a line represented in <math><mi>a</mi><mi>x</mi><mo>+</mo><mi>b</mi><mi>y</mi><mo>=</mo><mi>c</mi></math> form</p>
",WA9MNALP2
Mathematics,Year 9,Number and algebra,Linear and non-linear patterns and relationships,"<p>Identify rates as direct proportion, represent algebraically and graphically, and use both forms to predict unknown values and interpret in the context of the situation</p>
",WA9MNALP3
Mathematics,Year 9,Number and algebra,Linear and non-linear patterns and relationships,"<p>Use a table of values to plot points and graph quadratic functions of the form <math><mi>y</mi><mo>=</mo><mi>a</mi><msup><mi>x</mi><mn>2</mn></msup></math>, describe key features and make connections to the algebraic solution/s of <math><mi>a</mi><msup><mi>x</mi><mn>2</mn></msup><mo>=</mo><mi>k</mi></math></p>
",WA9MNALP4
Mathematics,Year 9,Number and algebra,Linear and non-linear patterns and relationships,"<p><strong>Year 9 optional</strong><br>
Develop and use the algebraic formulas for finding the distance, midpoint and gradient between two points</p>
",WA9MNAOpt5
Mathematics,Year 9,Number and algebra,Linear and non-linear patterns and relationships,"<p><strong>Year 9 optional</strong><br>
Rearrange formulas, including <math><mi>a</mi><mi>x</mi><mo>+</mo><mi>b</mi><mi>y</mi><mo>=</mo><mi>c</mi></math>, to change the subject of the formula</p>
",WA9MNAOpt6
Mathematics,Year 9,Number and algebra,Linear and non-linear patterns and relationships,"<p><strong>Year 9 optional</strong><br>
Investigate indirect proportion, represent algebraically and graphically, use both forms to predict unknown values and interpret in the context of the situation</p>
",WA9MNAOpt7
Mathematics,Year 9,Number and algebra,Financial mathematics,"<p>Explore, explain and perform calculations that relate to earning income. Identify the elements of an income statement/pay slip, including employer superannuation contributions and income tax as a deduction from gross income</p>
",WA9MNAF1
Mathematics,Year 9,Number and algebra,Financial mathematics,"<p>Develop and use the simple interest formula to solve problems relating to saving and borrowing</p>
",WA9MNAF2
Mathematics,Year 9,Number and algebra,Financial mathematics,"<p><strong>Year 9 optional</strong><br>
Use authenticated websites to explore and compare different savings account options based on their characteristics (interest rates, fees, withdrawal policy) <br>or <br>Compare price, quality, terms and conditions of goods and services, such as phone plans and digital subscriptions</p>
",WA9MNAOpt8
Mathematics,Year 9,Number and algebra,Modelling with number and algebra,"In real-world situations involving scientific notation, real numbers, linear equations with variables and/or brackets on either side of the equation, quadratic graphs and equations, direct proportion and/or simple interest, earning income or income statements

<ol type=""I"">
<li>analyse the situation, decide if an exact or approximate solution is required and determine assumptions and constraints<br></li>
<li>represent the situation mathematically in order to reach a solution<br></li>
<li>interpret and communicate findings in terms of the context and any assumptions or constraints</li>
</ol>",WA9MNAM1
Mathematics,Year 9,Measurement and geometry,Two-dimensional space and structures,"<p>Explore, explain and use efficient strategies to determine the perimeter and area of composite shapes involving triangles, quadrilaterals and/or circles, (including sectors), using appropriate units</p>
",WA9MMGTW1
Mathematics,Year 9,Measurement and geometry,Two-dimensional space and structures,"<p>Use Pythagoras’ theorem to determine the perimeter and area of shapes involving right-angled triangles, in both exact and decimal approximation form. Investigate and apply the converse of Pythagoras’ theorem to establish whether a triangle is right-angled</p>
",WA9MMGTW2
Mathematics,Year 9,Measurement and geometry,Two-dimensional space and structures,"<p>Explore to identify and describe conditions for triangles to be congruent. Use this to determine unknown sides or angles in pairs of congruent triangles and explain reasoning</p>
",WA9MMGTW3
Mathematics,Year 9,Measurement and geometry,Two-dimensional space and structures,"<p>Construct similar figures by enlargement and reduction, and use this to establish, explain and apply properties of similar figures </p>
",WA9MMGTW4
Mathematics,Year 9,Measurement and geometry,Two-dimensional space and structures,"<p>Use similarity to investigate and explain the constancy of the sine, cosine and tangent ratios for a given angle in right-angled triangles. Choose and use a trigonometric ratio to determine the length of an unknown side or the size of an unknown angle</p>
",WA9MMGTW5
Mathematics,Year 9,Measurement and geometry,Two-dimensional space and structures,"<p>Apply the properties of similarity to determine scales, lengths and angles of real-life figures from scale drawings, maps, plans and photographs</p>
",WA9MMGTW6
Mathematics,Year 9,Measurement and geometry,Two-dimensional space and structures,"<p><strong>Year 9 optional</strong><br>
Explore and apply Pythagoras’ theorem and trigonometry to simple situations involving right-angled triangles in three-dimensional contexts projected to two dimensions</p>
",WA9MMGOpt1
Mathematics,Year 9,Measurement and geometry,Two-dimensional space and structures,"<p><strong>Year 9 optional</strong> <br>
Explore the relationship between sine and cosine ratios and the unit circle, determine their approximate values for angles from 0° to 360°, and identify pairs of angles that share the same ratio value</p>
",WA9MMGOpt2
Mathematics,Year 9,Measurement and geometry,Two-dimensional space and structures,"<p><strong>Year 9 optional</strong> <br>
Apply deductive reasoning and use a sequence of logically connected statements to produce proofs of congruent triangles</p>
",WA9MMGOpt3
Mathematics,Year 9,Measurement and geometry,Three-dimensional space and structures,"<p>Establish, explain and apply formulas to determine the volume, capacity and surface area of cylinders, using appropriate units</p>
",WA9MMGTH1
Mathematics,Year 9,Measurement and geometry,Three-dimensional space and structures,"<p>Explore and explain efficient strategies to determine the surface area of right prisms using appropriate units</p>
",WA9MMGTH2
Mathematics,Year 9,Measurement and geometry,Three-dimensional space and structures,"<p>Use dynamic geometry software to explore and construct familiar objects in three dimensions using transformations of two-dimensional figures</p>
",WA9MMGTH3
Mathematics,Year 9,Measurement and geometry,Modelling with measurement and geometry,"In real-world situations involving the perimeter and area of composite shapes and right-angled triangles, enlargement and reduction of similar figures, finding unknown side lengths and angles using trigonometric ratios, scale in similar figures and/or volume, capacity and surface area of right prisms and cylinders

<ol type=""I"">
<li>analyse the situation, decide if an exact or approximate solution is required and determine assumptions and constraints</li>
<li>represent the situation mathematically in order to reach a solution</li>
<li>interpret and communicate findings in terms of the context and any assumptions or constraints</li>
</ol>",WA9MMGM1
Mathematics,Year 9,Probability and statistics,Probability and statistics,"<p>Construct sample spaces to show outcomes for two-stage chance experiments both with and without replacement. Assign probabilities to outcomes and make informal connections to independent and dependent events</p>
",WA9MPSP1
Mathematics,Year 9,Probability and statistics,Probability and statistics,"<p>Conduct repeated two-stage chance experiments and simulations, both with and without replacement, to produce datasets, including through the use of digital tools. Discuss, compare and interpret variation and estimated probabilities for compound events</p>
",WA9MPSP2
Mathematics,Year 9,Probability and statistics,Probability and statistics,"<p>Analyse data with multiple variables represented in tables. Describe using statistical measures and relative frequencies to make inferences</p>
",WA9MPSP3
Mathematics,Year 9,Probability and statistics,Probability and statistics,"<p>Explore, choose and create graphical or visual representations and justify choice with regards to context, purpose, data type and intended audience</p>
",WA9MPSP4
Mathematics,Year 9,Probability and statistics,Probability and statistics,"<p>Interpret and compare multiple datasets represented in back-to-back stem-and-leaf plots and histograms with consideration of shape, spread and centre </p>
",WA9MPSP5
Mathematics,Year 9,Probability and statistics,Probability and statistics,"<p>Describe different sampling methods and analyse how the different methods can affect the results of surveys. Identify and explain how chance variation impacts on the data validity, reliability and conclusions drawn from surveys</p>
",WA9MPSP6
Mathematics,Year 9,Probability and statistics,Probability and statistics,"<p>Critically analyse statistics in the media and other real-life situations relating to data samples, including the effect of chance variation on sample analyses</p>
",WA9MPSP7
Mathematics,Year 9,Probability and statistics,Probability and statistics,"<p><strong>Year 9 optional</strong><br>
Identify independent and dependent two-stage chance events using <math><mi>P</mi><mo>(</mo><mi>A</mi><mo>and</mo><mi>B</mi><mo>)</mo><mo>=</mo><mrow><mi>P</mi><mo>(</mo><mi>A</mi><mo>)</mo><mo>×</mo><mi>P</mi><mo>(</mo><mi>B</mi><mo>)</mo></mrow></math> and sample spaces, such as tree diagrams, to determine the probability of independent events</p>
",WA9MPSOpt1
Mathematics,Year 9,Probability and statistics,Probability and statistics,"<p><strong>Year 9 optional</strong><br>
Produce and organise accurate and valid, ungrouped continuous data to construct histograms and frequency polygons. Determine summary statistics and analyse the distribution in terms of centre, shape and spread</p>
",WA9MPSOpt2
Mathematics,Year 9,Probability and statistics,Modelling with probability and statistics,"In real-world situations involving two-stage chance experiments or simulations both with or without replacement, different sampling methods, choosing and creating graphical representations and/or analysis of tables and comparative graphs

<ol type=""I"">
<li>analyse the situation, pose questions as required and determine assumptions and constraints</li>
<li>determine appropriate production of a valid and reliable dataset, statistical measures, data representations and analyses, including examination of distributions, to effectively investigate the situation</li>
<li>interpret, draw inferences and communicate findings in terms of the context, assumptions, constraints, chance variation and knowledge or insights gained</li>
</ol>",WA9MPSM1
Mathematics,Year 10,Number and algebra,Understanding number,"<p>Move flexibly between real number inequalities expressed as a worded statement, algebraically or on a number line </p>
",WA10MNAUN1
Mathematics,Year 10,Number and algebra,Calculating with number,"<p>Use absolute and percentage error to compare the result of using approximate rather than exact real numbers on final calculations </p>
",WA10MNAC1
Mathematics,Year 10,Number and algebra,Algebraic techniques,"<p>Extend and apply index laws with positive-integer indices and variable bases, to include negative-integer indices </p>
",WA10MNAA1
Mathematics,Year 10,Number and algebra,Algebraic techniques,"<p>Substitute values into real-life linear, quadratic or simple exponential formulas to determine unknowns using digital tools</p>
",WA10MNAA2
